Fecha,Estado,Precipitacion_mm,Radiacion_Wm2,Temp_Max,Temp_Min
2019-08-15,Nuevo_Leon,1.36,6.257,31.63,18.43
2019-08-16,Nuevo_Leon,0.21,6.8844,33.66,16.88
2019-08-17,Nuevo_Leon,0.0,7.013,34.32,18.44
2019-08-18,Nuevo_Leon,0.21,6.9785,34.42,18.71
2019-08-19,Nuevo_Leon,0.01,7.3474,33.51,16.46
2019-08-20,Nuevo_Leon,0.19,7.0272,31.68,16.88
2019-08-21,Nuevo_Leon,2.71,6.7138,31.51,16.19
2019-08-22,Nuevo_Leon,0.85,6.3466,30.38,15.96
2019-08-23,Nuevo_Leon,4.26,5.8709,29.77,18.36
2019-08-24,Nuevo_Leon,8.7,4.6836,25.49,18.87
2019-08-25,Nuevo_Leon,5.3,5.927,28.22,17.95
2019-08-26,Nuevo_Leon,0.19,7.1522,32.73,17.46
2019-08-27,Nuevo_Leon,3.08,6.6902,31.56,17.18
2019-08-28,Nuevo_Leon,0.5,5.5025,29.05,16.22
2019-08-29,Nuevo_Leon,0.62,6.2585,30.29,16.83
2019-08-30,Nuevo_Leon,0.0,6.5717,31.3,14.0
2019-08-31,Nuevo_Leon,0.55,5.6659,29.01,15.18
2019-09-01,Nuevo_Leon,3.01,5.6851,24.22,16.52
2019-09-02,Nuevo_Leon,0.1,6.8695,27.43,14.94
2019-09-03,Nuevo_Leon,1.24,4.7494,25.42,15.05
2019-09-04,Nuevo_Leon,123.58,0.5251,20.1,16.02
2019-09-05,Nuevo_Leon,34.3,5.0575,25.27,16.64
2019-09-06,Nuevo_Leon,7.31,5.5469,24.85,17.26
2019-09-07,Nuevo_Leon,0.75,6.5683,26.18,16.15
2019-09-08,Nuevo_Leon,11.08,5.9287,26.99,15.46
2019-09-09,Nuevo_Leon,3.01,5.8694,26.26,15.04
2019-09-10,Nuevo_Leon,0.8,5.5174,27.34,15.32
2019-09-11,Nuevo_Leon,3.61,5.9974,26.17,15.39
2019-09-12,Nuevo_Leon,4.42,5.9083,25.54,14.18
2019-09-13,Nuevo_Leon,2.72,5.3016,23.72,14.22
2019-09-14,Nuevo_Leon,0.05,6.1032,25.01,12.88
2019-09-15,Nuevo_Leon,0.0,6.3214,24.57,14.16
2019-09-16,Nuevo_Leon,0.0,5.8543,25.57,14.54
2019-09-17,Nuevo_Leon,0.0,6.1457,26.24,15.69
2019-09-18,Nuevo_Leon,0.0,6.114,28.21,14.68
2019-09-19,Nuevo_Leon,0.22,5.7432,28.04,16.07
2019-09-20,Nuevo_Leon,0.11,5.0741,27.09,17.47
2019-09-21,Nuevo_Leon,0.0,6.216,28.42,14.35
2019-09-22,Nuevo_Leon,0.43,5.8807,28.24,14.95
2019-09-23,Nuevo_Leon,0.16,6.3293,27.75,14.6
2019-09-24,Nuevo_Leon,0.37,5.7079,27.06,14.87
2019-09-25,Nuevo_Leon,0.68,5.1766,27.11,15.9
2019-09-26,Nuevo_Leon,0.89,4.871,26.52,16.76
2019-09-27,Nuevo_Leon,0.43,5.4773,26.4,16.84
2019-09-28,Nuevo_Leon,0.01,5.897,28.27,14.87
2019-09-29,Nuevo_Leon,1.5,4.3704,25.4,15.66
2019-09-30,Nuevo_Leon,0.39,4.3135,25.6,16.68
2019-10-01,Nuevo_Leon,2.55,5.1838,27.63,14.78
2019-10-02,Nuevo_Leon,0.17,5.0933,27.38,14.74
2019-10-03,Nuevo_Leon,1.46,5.053,25.77,14.51
2019-10-04,Nuevo_Leon,0.13,5.3076,25.19,13.83
2019-10-05,Nuevo_Leon,0.0,6.0823,27.0,13.17
2019-10-06,Nuevo_Leon,0.0,6.1502,27.25,13.11
2019-10-07,Nuevo_Leon,0.33,5.7156,23.98,13.93
2019-10-08,Nuevo_Leon,0.22,5.5531,25.36,13.39
2019-10-09,Nuevo_Leon,0.0,6.1697,29.36,13.27
2019-10-10,Nuevo_Leon,0.0,5.9801,31.11,14.11
2019-10-11,Nuevo_Leon,0.0,4.9915,26.25,9.52
2019-10-12,Nuevo_Leon,0.0,4.7273,23.89,8.54
2019-10-13,Nuevo_Leon,0.0,5.7444,27.39,12.68
2019-10-14,Nuevo_Leon,0.0,5.3957,28.88,14.38
2019-10-15,Nuevo_Leon,0.0,5.7281,30.06,14.83
2019-10-16,Nuevo_Leon,3.38,2.7857,20.75,12.44
2019-10-17,Nuevo_Leon,0.05,5.1924,23.57,11.65
2019-10-18,Nuevo_Leon,0.0,5.592,27.9,11.12
2019-10-19,Nuevo_Leon,0.0,5.5728,28.3,15.6
2019-10-20,Nuevo_Leon,10.11,3.2671,25.88,16.52
2019-10-21,Nuevo_Leon,0.07,4.7878,26.09,12.68
2019-10-22,Nuevo_Leon,0.01,5.1857,24.33,10.22
2019-10-23,Nuevo_Leon,0.0,5.2663,26.89,11.0
2019-10-24,Nuevo_Leon,1.12,4.399,25.19,13.04
2019-10-25,Nuevo_Leon,1.74,4.3944,15.94,4.96
2019-10-26,Nuevo_Leon,0.0,5.7096,23.03,3.26
2019-10-27,Nuevo_Leon,0.25,5.0592,27.34,9.97
2019-10-28,Nuevo_Leon,0.05,5.2994,28.69,13.8
2019-10-29,Nuevo_Leon,0.0,4.6267,28.41,13.12
2019-10-30,Nuevo_Leon,1.06,4.4412,27.84,6.79
2019-10-31,Nuevo_Leon,0.16,4.0771,13.26,1.01
2019-11-01,Nuevo_Leon,0.0,5.2258,23.48,6.42
2019-11-02,Nuevo_Leon,0.0,4.849,18.84,9.15
2019-11-03,Nuevo_Leon,0.0,4.3284,19.52,9.78
2019-11-04,Nuevo_Leon,0.0,4.7314,26.47,12.09
2019-11-05,Nuevo_Leon,0.0,3.7627,25.13,14.65
2019-11-06,Nuevo_Leon,0.0,3.9672,25.33,12.57
2019-11-07,Nuevo_Leon,4.67,4.4484,22.89,13.57
2019-11-08,Nuevo_Leon,2.32,2.8238,18.33,9.07
2019-11-09,Nuevo_Leon,0.08,3.1123,21.67,9.45
2019-11-10,Nuevo_Leon,0.01,3.8054,24.55,10.41
2019-11-11,Nuevo_Leon,2.04,3.8976,24.53,6.13
2019-11-12,Nuevo_Leon,0.98,1.3598,4.95,0.0
2019-11-13,Nuevo_Leon,8.31,2.0988,15.95,3.97
2019-11-14,Nuevo_Leon,0.22,4.4333,19.26,6.03
2019-11-15,Nuevo_Leon,0.0,4.7635,17.59,4.6
2019-11-16,Nuevo_Leon,0.0,4.8382,21.61,4.73
2019-11-17,Nuevo_Leon,0.0,3.8402,23.36,10.37
2019-11-18,Nuevo_Leon,0.0,4.3925,24.51,10.46
2019-11-19,Nuevo_Leon,0.0,4.5286,24.73,11.76
2019-11-20,Nuevo_Leon,0.0,4.2557,27.18,12.88
2019-11-21,Nuevo_Leon,0.74,3.8455,26.95,14.73
2019-11-22,Nuevo_Leon,0.01,4.6738,25.22,11.48
2019-11-23,Nuevo_Leon,0.01,3.3809,22.49,10.02
2019-11-24,Nuevo_Leon,0.0,4.6634,24.5,8.03
2019-11-25,Nuevo_Leon,0.0,4.589,26.32,9.65
2019-11-26,Nuevo_Leon,0.0,3.4726,27.1,12.04
2019-11-27,Nuevo_Leon,0.0,3.5376,22.22,11.3
2019-11-28,Nuevo_Leon,0.0,3.6146,26.74,11.18
2019-11-29,Nuevo_Leon,0.0,4.333,29.22,12.21
2019-11-30,Nuevo_Leon,0.0,4.7129,28.3,13.12
2019-12-01,Nuevo_Leon,0.0,4.2677,23.1,8.64
2019-12-02,Nuevo_Leon,0.0,4.5151,22.0,6.88
2019-12-03,Nuevo_Leon,0.0,4.6236,24.83,8.87
2019-12-04,Nuevo_Leon,0.0,4.6846,25.23,9.38
2019-12-05,Nuevo_Leon,0.0,4.6226,25.21,8.35
2019-12-06,Nuevo_Leon,0.0,4.2444,21.52,8.68
2019-12-07,Nuevo_Leon,0.0,4.3582,22.64,7.15
2019-12-08,Nuevo_Leon,0.0,4.5338,26.82,9.12
2019-12-09,Nuevo_Leon,0.0,4.4318,29.23,11.49
2019-12-10,Nuevo_Leon,0.0,2.9302,14.19,5.91
2019-12-11,Nuevo_Leon,0.0,3.1406,16.13,4.18
2019-12-12,Nuevo_Leon,0.0,3.8842,20.18,5.7
2019-12-13,Nuevo_Leon,0.0,4.6327,23.06,4.74
2019-12-14,Nuevo_Leon,0.32,4.7532,26.86,7.09
2019-12-15,Nuevo_Leon,0.0,4.6702,28.04,9.68
2019-12-16,Nuevo_Leon,0.0,4.0694,23.64,6.72
2019-12-17,Nuevo_Leon,0.0,4.0584,11.08,-0.92
2019-12-18,Nuevo_Leon,0.0,4.0747,11.33,-1.54
2019-12-19,Nuevo_Leon,0.01,3.8112,15.46,-0.98
2019-12-20,Nuevo_Leon,1.23,1.5194,12.13,7.0
2019-12-21,Nuevo_Leon,1.1,1.5922,10.16,4.79
2019-12-22,Nuevo_Leon,0.0,4.7741,16.82,1.85
2019-12-23,Nuevo_Leon,0.0,4.7035,21.35,1.81
2019-12-24,Nuevo_Leon,0.0,4.5451,23.32,5.35
2019-12-25,Nuevo_Leon,0.0,4.5098,24.75,8.71
2019-12-26,Nuevo_Leon,0.0,3.6768,24.25,7.97
2019-12-27,Nuevo_Leon,0.0,3.5131,24.2,6.72
2019-12-28,Nuevo_Leon,0.0,2.7326,22.17,11.15
2019-12-29,Nuevo_Leon,0.0,3.0422,19.73,5.21
2019-12-30,Nuevo_Leon,0.0,4.506,19.6,2.98
2019-12-31,Nuevo_Leon,0.66,1.4938,19.37,3.36
2020-01-01,Nuevo_Leon,40.68,0.9386,17.93,8.05
2020-01-02,Nuevo_Leon,2.52,2.8193,17.01,6.07
2020-01-03,Nuevo_Leon,0.0,3.8743,12.9,1.03
2020-01-04,Nuevo_Leon,0.0,4.9361,15.87,-1.28
2020-01-05,Nuevo_Leon,0.0,4.9255,20.24,1.57
2020-01-06,Nuevo_Leon,0.0,4.8206,23.09,6.81
2020-01-07,Nuevo_Leon,0.0,4.663,15.68,1.06
2020-01-08,Nuevo_Leon,0.0,3.8798,21.93,2.61
2020-01-09,Nuevo_Leon,0.0,3.7858,24.48,9.41
2020-01-10,Nuevo_Leon,0.0,3.5969,25.34,5.89
2020-01-11,Nuevo_Leon,0.0,5.0935,17.62,1.39
2020-01-12,Nuevo_Leon,0.0,4.4088,24.4,3.72
2020-01-13,Nuevo_Leon,0.0,2.687,21.31,9.85
2020-01-14,Nuevo_Leon,0.0,4.2031,25.93,10.99
2020-01-15,Nuevo_Leon,0.03,3.3384,25.06,11.3
2020-01-16,Nuevo_Leon,0.38,3.0046,21.79,10.21
2020-01-17,Nuevo_Leon,8.69,2.112,19.92,9.97
2020-01-18,Nuevo_Leon,0.53,3.7164,19.82,10.09
2020-01-19,Nuevo_Leon,0.17,2.263,13.34,4.69
2020-01-20,Nuevo_Leon,0.08,3.4867,15.24,4.01
2020-01-21,Nuevo_Leon,0.33,2.8118,20.39,3.62
2020-01-22,Nuevo_Leon,0.31,1.6195,18.71,7.92
2020-01-23,Nuevo_Leon,0.0,4.9375,20.0,6.02
2020-01-24,Nuevo_Leon,0.0,4.3918,19.67,4.65
2020-01-25,Nuevo_Leon,0.68,1.8206,19.85,8.33
2020-01-26,Nuevo_Leon,0.01,4.6891,20.9,8.58
2020-01-27,Nuevo_Leon,0.0,5.1914,22.9,6.55
2020-01-28,Nuevo_Leon,0.0,5.3758,19.02,6.96
2020-01-29,Nuevo_Leon,0.0,5.3424,18.83,3.09
2020-01-30,Nuevo_Leon,0.09,2.965,17.05,5.15
2020-01-31,Nuevo_Leon,0.0,4.8641,15.78,1.91
2020-02-01,Nuevo_Leon,0.0,4.2485,15.57,-0.18
2020-02-02,Nuevo_Leon,0.0,3.3413,21.59,4.57
2020-02-03,Nuevo_Leon,0.1,2.243,18.2,9.95
2020-02-04,Nuevo_Leon,0.0,3.8813,22.77,9.08
2020-02-05,Nuevo_Leon,0.0,3.5616,22.81,5.48
2020-02-06,Nuevo_Leon,0.0,5.9107,12.71,-0.12
2020-02-07,Nuevo_Leon,0.0,5.8267,23.13,1.96
2020-02-08,Nuevo_Leon,0.0,5.7562,24.5,7.9
2020-02-09,Nuevo_Leon,0.0,5.3407,26.71,10.98
2020-02-10,Nuevo_Leon,0.0,4.8194,26.01,10.13
2020-02-11,Nuevo_Leon,0.39,4.067,27.72,10.15
2020-02-12,Nuevo_Leon,0.01,3.6034,20.2,8.19
2020-02-13,Nuevo_Leon,0.0,5.5166,20.81,3.62
2020-02-14,Nuevo_Leon,0.0,4.0313,20.76,2.15
2020-02-15,Nuevo_Leon,0.0,4.7825,24.25,5.96
2020-02-16,Nuevo_Leon,0.0,4.8475,23.86,10.11
2020-02-17,Nuevo_Leon,0.0,5.2001,28.38,12.33
2020-02-18,Nuevo_Leon,0.09,4.4854,29.52,14.3
2020-02-19,Nuevo_Leon,0.93,3.701,25.28,11.76
2020-02-20,Nuevo_Leon,1.14,3.1942,18.57,2.6
2020-02-21,Nuevo_Leon,0.33,3.7013,16.34,0.98
2020-02-22,Nuevo_Leon,0.0,5.4569,24.67,4.63
2020-02-23,Nuevo_Leon,0.0,4.847,28.65,9.36
2020-02-24,Nuevo_Leon,0.0,5.964,23.89,9.94
2020-02-25,Nuevo_Leon,0.0,5.6818,23.02,5.37
2020-02-26,Nuevo_Leon,0.0,6.0638,10.74,-0.33
2020-02-27,Nuevo_Leon,0.0,6.5647,17.16,-1.68
2020-02-28,Nuevo_Leon,0.0,6.4836,20.03,4.63
2020-02-29,Nuevo_Leon,0.0,6.1846,25.09,4.14
2020-03-01,Nuevo_Leon,0.0,6.3142,27.21,9.11
2020-03-02,Nuevo_Leon,0.0,6.0101,28.77,10.95
2020-03-03,Nuevo_Leon,0.0,3.8614,29.25,11.67
2020-03-04,Nuevo_Leon,0.0,5.2762,20.33,8.47
2020-03-05,Nuevo_Leon,0.0,6.0142,18.75,4.43
2020-03-06,Nuevo_Leon,0.0,5.6998,18.18,5.28
2020-03-07,Nuevo_Leon,0.0,4.4885,21.84,6.86
2020-03-08,Nuevo_Leon,0.0,3.7349,24.5,8.05
2020-03-09,Nuevo_Leon,0.08,3.2575,25.69,11.68
2020-03-10,Nuevo_Leon,0.07,2.9347,23.23,11.9
2020-03-11,Nuevo_Leon,0.0,5.4166,27.24,10.64
2020-03-12,Nuevo_Leon,0.0,4.9109,29.28,14.63
2020-03-13,Nuevo_Leon,0.27,5.7972,32.53,15.05
2020-03-14,Nuevo_Leon,0.2,5.7835,29.06,14.36
2020-03-15,Nuevo_Leon,3.68,3.767,26.55,13.13
2020-03-16,Nuevo_Leon,7.05,3.7123,21.95,12.0
2020-03-17,Nuevo_Leon,0.3,6.0408,27.6,10.61
2020-03-18,Nuevo_Leon,0.04,5.8699,29.16,12.7
2020-03-19,Nuevo_Leon,0.13,6.5746,31.23,12.74
2020-03-20,Nuevo_Leon,1.81,4.1023,24.69,13.25
2020-03-21,Nuevo_Leon,3.48,3.4529,24.71,12.13
2020-03-22,Nuevo_Leon,0.1,5.6818,28.86,11.69
2020-03-23,Nuevo_Leon,0.0,6.5844,32.57,13.72
2020-03-24,Nuevo_Leon,0.0,7.2617,31.83,15.02
2020-03-25,Nuevo_Leon,0.0,7.2007,35.09,14.13
2020-03-26,Nuevo_Leon,0.0,7.2667,36.67,15.79
2020-03-27,Nuevo_Leon,0.0,6.6629,33.68,17.53
2020-03-28,Nuevo_Leon,0.0,5.3527,31.15,14.32
2020-03-29,Nuevo_Leon,1.61,3.3694,26.03,12.74
2020-03-30,Nuevo_Leon,0.15,5.1691,31.25,15.65
2020-03-31,Nuevo_Leon,0.0,5.97,27.1,13.76
2020-04-01,Nuevo_Leon,0.39,5.3789,28.25,13.7
2020-04-02,Nuevo_Leon,0.01,6.7061,32.61,14.66
2020-04-03,Nuevo_Leon,1.99,5.5186,30.76,13.52
2020-04-04,Nuevo_Leon,1.93,5.3297,29.57,13.67
2020-04-05,Nuevo_Leon,0.51,4.7482,27.19,12.79
2020-04-06,Nuevo_Leon,0.56,5.7002,31.28,13.74
2020-04-07,Nuevo_Leon,0.3,5.9021,30.35,15.11
2020-04-08,Nuevo_Leon,0.01,6.3084,28.94,14.99
2020-04-09,Nuevo_Leon,0.23,5.568,32.58,16.13
2020-04-10,Nuevo_Leon,5.38,4.2823,28.18,15.09
2020-04-11,Nuevo_Leon,0.02,4.6414,29.31,14.66
2020-04-12,Nuevo_Leon,0.0,8.3402,25.84,12.75
2020-04-13,Nuevo_Leon,0.0,7.8583,29.23,9.85
2020-04-14,Nuevo_Leon,0.74,6.7346,27.86,8.75
2020-04-15,Nuevo_Leon,0.94,5.6112,25.05,8.84
2020-04-16,Nuevo_Leon,0.34,5.0174,29.35,7.44
2020-04-17,Nuevo_Leon,0.04,6.3286,32.44,13.24
2020-04-18,Nuevo_Leon,0.05,5.3155,31.01,14.71
2020-04-19,Nuevo_Leon,0.0,7.2096,31.11,15.7
2020-04-20,Nuevo_Leon,0.0,7.6771,32.98,13.63
2020-04-21,Nuevo_Leon,0.0,7.0567,34.5,13.88
2020-04-22,Nuevo_Leon,0.1,6.4802,34.51,18.1
2020-04-23,Nuevo_Leon,0.27,7.8946,30.84,15.08
2020-04-24,Nuevo_Leon,0.05,8.213,33.48,12.56
2020-04-25,Nuevo_Leon,1.0,5.4686,30.02,15.22
2020-04-26,Nuevo_Leon,1.98,5.0693,27.77,13.95
2020-04-27,Nuevo_Leon,0.27,5.9897,30.03,14.59
2020-04-28,Nuevo_Leon,0.41,6.1298,34.21,16.92
2020-04-29,Nuevo_Leon,2.48,6.5513,31.11,16.03
2020-04-30,Nuevo_Leon,1.63,6.1085,28.1,14.88
2020-05-01,Nuevo_Leon,0.0,7.7621,31.82,13.87
2020-05-02,Nuevo_Leon,0.0,7.7959,31.85,15.07
2020-05-03,Nuevo_Leon,0.0,7.6834,32.23,14.95
2020-05-04,Nuevo_Leon,0.04,6.9295,33.27,16.71
2020-05-05,Nuevo_Leon,4.39,6.4142,32.46,17.54
2020-05-06,Nuevo_Leon,1.55,6.4894,26.02,15.93
2020-05-07,Nuevo_Leon,0.04,8.1317,31.41,13.4
2020-05-08,Nuevo_Leon,5.66,4.494,30.25,14.4
2020-05-09,Nuevo_Leon,0.52,4.9891,22.35,12.48
2020-05-10,Nuevo_Leon,0.16,5.669,26.98,10.79
2020-05-11,Nuevo_Leon,2.21,5.5877,29.23,13.43
2020-05-12,Nuevo_Leon,0.03,6.8539,30.5,13.43
2020-05-13,Nuevo_Leon,1.85,7.0968,33.19,13.73
2020-05-14,Nuevo_Leon,0.23,6.576,31.97,13.8
2020-05-15,Nuevo_Leon,0.07,7.291,34.05,14.91
2020-05-16,Nuevo_Leon,1.19,7.2912,30.53,16.77
2020-05-17,Nuevo_Leon,0.55,7.5919,30.0,15.44
2020-05-18,Nuevo_Leon,0.01,8.1271,33.45,14.91
2020-05-19,Nuevo_Leon,0.43,7.0078,35.41,17.06
2020-05-20,Nuevo_Leon,0.01,7.0534,34.26,19.28
2020-05-21,Nuevo_Leon,0.74,5.149,31.37,17.36
2020-05-22,Nuevo_Leon,0.42,6.162,32.69,16.92
2020-05-23,Nuevo_Leon,0.43,6.1548,33.15,15.92
2020-05-24,Nuevo_Leon,1.78,6.2551,33.56,16.27
2020-05-25,Nuevo_Leon,0.62,7.1496,32.88,17.13
2020-05-26,Nuevo_Leon,2.67,4.5348,25.4,16.77
2020-05-27,Nuevo_Leon,0.19,7.8293,31.93,15.23
2020-05-28,Nuevo_Leon,2.5,5.7262,31.85,17.46
2020-05-29,Nuevo_Leon,2.47,6.2309,23.46,15.15
2020-05-30,Nuevo_Leon,0.76,3.8707,21.36,13.78
2020-05-31,Nuevo_Leon,7.81,5.4674,22.46,13.36
2020-06-01,Nuevo_Leon,8.32,5.7372,21.71,15.9
2020-06-02,Nuevo_Leon,0.26,6.5532,28.67,14.77
2020-06-03,Nuevo_Leon,0.01,7.6778,29.56,15.48
2020-06-04,Nuevo_Leon,0.0,7.8708,29.85,15.47
2020-06-05,Nuevo_Leon,0.49,7.4858,30.73,15.93
2020-06-06,Nuevo_Leon,0.06,7.7006,29.69,15.69
2020-06-07,Nuevo_Leon,0.0,8.291,32.29,15.32
2020-06-08,Nuevo_Leon,0.0,7.7767,35.16,16.39
2020-06-09,Nuevo_Leon,9.69,5.8469,34.33,20.1
2020-06-10,Nuevo_Leon,3.35,6.7666,27.18,19.19
2020-06-11,Nuevo_Leon,10.24,4.9102,25.15,15.61
2020-06-12,Nuevo_Leon,0.01,8.1386,26.53,13.15
2020-06-13,Nuevo_Leon,0.0,8.6107,24.43,12.17
2020-06-14,Nuevo_Leon,0.0,8.2927,27.19,11.93
2020-06-15,Nuevo_Leon,0.0,7.5643,28.41,12.7
2020-06-16,Nuevo_Leon,0.0,7.279,29.76,14.16
2020-06-17,Nuevo_Leon,0.21,7.1042,30.57,16.82
2020-06-18,Nuevo_Leon,4.33,6.6854,30.26,16.52
2020-06-19,Nuevo_Leon,0.32,7.369,30.05,16.66
2020-06-20,Nuevo_Leon,0.02,7.211,29.62,16.72
2020-06-21,Nuevo_Leon,0.16,7.313,31.37,15.68
2020-06-22,Nuevo_Leon,0.06,7.8886,32.13,17.43
2020-06-23,Nuevo_Leon,0.9,7.0968,31.06,14.87
2020-06-24,Nuevo_Leon,21.06,5.603,26.59,16.0
2020-06-25,Nuevo_Leon,0.16,6.8976,27.23,14.17
2020-06-26,Nuevo_Leon,6.32,4.909,25.92,16.49
2020-06-27,Nuevo_Leon,7.12,4.057,25.42,15.31
2020-06-28,Nuevo_Leon,4.45,6.1675,26.37,17.78
2020-06-29,Nuevo_Leon,6.55,5.118,27.83,17.72
2020-06-30,Nuevo_Leon,0.88,5.1775,28.96,18.37
2020-07-01,Nuevo_Leon,0.3,6.8004,30.73,17.51
2020-07-02,Nuevo_Leon,5.26,5.9544,31.29,16.2
2020-07-03,Nuevo_Leon,0.93,8.1497,31.42,14.89
2020-07-04,Nuevo_Leon,0.0,8.1878,31.98,14.33
2020-07-05,Nuevo_Leon,0.0,8.3047,33.13,14.7
2020-07-06,Nuevo_Leon,0.0,8.1686,32.76,15.41
2020-07-07,Nuevo_Leon,0.01,7.3385,32.26,16.66
2020-07-08,Nuevo_Leon,3.01,6.7781,30.04,18.11
2020-07-09,Nuevo_Leon,1.63,7.3404,30.14,16.37
2020-07-10,Nuevo_Leon,0.99,7.8288,32.78,17.89
2020-07-11,Nuevo_Leon,0.0,8.0986,32.92,15.33
2020-07-12,Nuevo_Leon,0.0,8.2349,32.96,16.02
2020-07-13,Nuevo_Leon,0.0,8.1084,33.44,16.73
2020-07-14,Nuevo_Leon,0.0,8.3285,33.16,15.04
2020-07-15,Nuevo_Leon,0.0,7.363,33.53,14.72
2020-07-16,Nuevo_Leon,1.01,7.199,32.55,15.59
2020-07-17,Nuevo_Leon,2.73,6.5978,29.83,16.06
2020-07-18,Nuevo_Leon,13.6,3.8534,26.03,16.85
2020-07-19,Nuevo_Leon,3.38,4.6282,21.84,16.87
2020-07-20,Nuevo_Leon,6.88,5.093,22.61,16.6
2020-07-21,Nuevo_Leon,2.71,4.2972,26.0,16.88
2020-07-22,Nuevo_Leon,2.49,5.3969,29.24,17.15
2020-07-23,Nuevo_Leon,1.03,6.606,29.76,17.44
2020-07-24,Nuevo_Leon,0.25,6.6036,26.96,16.91
2020-07-25,Nuevo_Leon,5.56,3.4078,27.56,16.42
2020-07-26,Nuevo_Leon,70.11,1.2293,21.15,17.87
2020-07-27,Nuevo_Leon,15.16,2.2044,20.24,17.47
2020-07-28,Nuevo_Leon,10.06,3.1037,24.86,15.82
2020-07-29,Nuevo_Leon,4.27,3.6526,25.39,15.65
2020-07-30,Nuevo_Leon,2.92,4.9198,25.47,16.74
2020-07-31,Nuevo_Leon,0.73,6.2047,27.22,15.84
2020-08-01,Nuevo_Leon,2.27,6.7289,25.34,16.75
2020-08-02,Nuevo_Leon,4.87,7.3452,24.9,15.33
2020-08-03,Nuevo_Leon,0.04,7.9632,27.23,13.89
2020-08-04,Nuevo_Leon,0.0,7.7846,28.03,12.14
2020-08-05,Nuevo_Leon,0.0,7.4587,28.42,14.8
2020-08-06,Nuevo_Leon,0.0,7.0666,28.49,16.26
2020-08-07,Nuevo_Leon,0.23,6.6245,28.36,15.46
2020-08-08,Nuevo_Leon,0.36,6.8616,28.38,15.35
2020-08-09,Nuevo_Leon,1.15,7.2062,29.7,14.13
2020-08-10,Nuevo_Leon,0.62,7.0526,29.7,13.44
2020-08-11,Nuevo_Leon,0.0,7.4069,30.39,14.48
2020-08-12,Nuevo_Leon,0.65,7.4234,30.21,14.66
2020-08-13,Nuevo_Leon,0.01,7.6925,30.66,14.23
2020-08-14,Nuevo_Leon,0.0,7.8302,29.54,14.01
2020-08-15,Nuevo_Leon,0.0,7.855,28.97,14.93
2020-08-16,Nuevo_Leon,0.0,7.1693,29.5,14.99
2020-08-17,Nuevo_Leon,3.18,6.6223,27.42,15.31
2020-08-18,Nuevo_Leon,0.03,5.6882,26.75,15.83
2020-08-19,Nuevo_Leon,0.46,5.3858,23.64,15.9
2020-08-20,Nuevo_Leon,0.0,7.2418,28.99,14.67
2020-08-21,Nuevo_Leon,0.0,7.0706,30.66,14.58
2020-08-22,Nuevo_Leon,0.0,7.152,29.57,15.31
2020-08-23,Nuevo_Leon,0.84,6.8974,26.65,14.7
2020-08-24,Nuevo_Leon,0.2,5.9962,24.54,15.31
2020-08-25,Nuevo_Leon,3.57,6.2023,25.62,15.65
2020-08-26,Nuevo_Leon,0.44,6.2712,28.4,16.48
2020-08-27,Nuevo_Leon,0.0,6.7469,29.74,15.85
2020-08-28,Nuevo_Leon,0.62,6.9317,30.53,18.88
2020-08-29,Nuevo_Leon,0.0,6.8527,31.62,17.27
2020-08-30,Nuevo_Leon,0.0,7.1254,32.59,17.96
2020-08-31,Nuevo_Leon,0.05,6.7954,30.2,18.68
2020-09-01,Nuevo_Leon,4.09,6.3509,31.09,19.72
2020-09-02,Nuevo_Leon,1.96,4.8497,28.1,19.03
2020-09-03,Nuevo_Leon,1.99,4.6582,27.82,18.01
2020-09-04,Nuevo_Leon,1.38,5.6165,27.35,17.14
2020-09-05,Nuevo_Leon,6.77,2.9285,23.67,14.54
2020-09-06,Nuevo_Leon,9.0,3.461,23.48,14.33
2020-09-07,Nuevo_Leon,1.3,4.285,27.07,14.36
2020-09-08,Nuevo_Leon,3.52,4.1414,26.44,16.23
2020-09-09,Nuevo_Leon,13.91,4.4942,29.42,15.33
2020-09-10,Nuevo_Leon,6.1,3.0026,25.9,14.66
2020-09-11,Nuevo_Leon,1.19,4.2005,25.55,13.76
2020-09-12,Nuevo_Leon,0.02,5.4982,27.62,13.06
2020-09-13,Nuevo_Leon,1.56,5.7398,25.57,15.66
2020-09-14,Nuevo_Leon,11.3,3.323,23.9,16.25
2020-09-15,Nuevo_Leon,4.83,2.8469,22.9,14.98
2020-09-16,Nuevo_Leon,1.15,5.1773,25.86,14.74
2020-09-17,Nuevo_Leon,4.31,4.3464,22.53,15.34
2020-09-18,Nuevo_Leon,1.8,3.2654,22.95,14.5
2020-09-19,Nuevo_Leon,0.67,4.1141,22.43,13.59
2020-09-20,Nuevo_Leon,0.01,6.4534,24.34,12.46
2020-09-21,Nuevo_Leon,0.0,6.8496,25.54,10.66
2020-09-22,Nuevo_Leon,0.0,6.9919,26.85,10.95
2020-09-23,Nuevo_Leon,0.0,6.9382,27.83,12.62
2020-09-24,Nuevo_Leon,0.0,6.3338,27.31,11.67
2020-09-25,Nuevo_Leon,0.0,6.2686,27.42,13.38
2020-09-26,Nuevo_Leon,0.0,6.4541,29.86,13.52
2020-09-27,Nuevo_Leon,0.0,6.6828,31.64,14.68
2020-09-28,Nuevo_Leon,0.01,4.6037,22.19,12.19
