Fecha,Estado,Precipitacion_mm,Radiacion_Wm2,Temp_Max,Temp_Min
2018-01-01,CDMX,0.5,4.4839,17.36,3.97
2018-01-02,CDMX,0.72,4.1066,19.08,3.76
2018-01-03,CDMX,0.01,4.3786,19.62,5.34
2018-01-04,CDMX,0.0,4.5324,19.62,3.52
2018-01-05,CDMX,0.0,4.8276,20.15,4.41
2018-01-06,CDMX,0.0,5.4482,19.31,4.58
2018-01-07,CDMX,0.0,5.4924,20.67,2.18
2018-01-08,CDMX,0.0,5.4074,18.58,2.47
2018-01-09,CDMX,0.0,5.6412,21.37,1.79
2018-01-10,CDMX,0.0,5.6018,22.14,2.94
2018-01-11,CDMX,0.0,5.6952,22.0,2.83
2018-01-12,CDMX,0.0,5.7811,19.76,0.63
2018-01-13,CDMX,0.0,5.7809,18.42,-0.98
2018-01-14,CDMX,0.0,5.8212,16.47,-2.6
2018-01-15,CDMX,0.0,5.8198,19.12,-1.05
2018-01-16,CDMX,0.1,5.6849,18.89,1.55
2018-01-17,CDMX,0.02,5.3952,18.75,-0.09
2018-01-18,CDMX,0.0,5.2913,17.6,3.54
2018-01-19,CDMX,0.01,4.9332,17.94,4.5
2018-01-20,CDMX,0.0,5.1732,19.51,4.47
2018-01-21,CDMX,0.0,5.4984,21.06,5.19
2018-01-22,CDMX,0.02,5.0712,22.01,5.04
2018-01-23,CDMX,1.25,4.8931,21.17,6.03
2018-01-24,CDMX,2.48,4.0138,17.4,3.52
2018-01-25,CDMX,1.68,3.6463,16.89,2.03
2018-01-26,CDMX,0.59,4.3889,19.03,4.62
2018-01-27,CDMX,1.29,4.5132,19.19,6.75
2018-01-28,CDMX,1.15,3.2594,14.93,6.21
2018-01-29,CDMX,0.55,2.7977,9.69,-0.41
2018-01-30,CDMX,0.03,3.8664,11.99,-1.62
2018-01-31,CDMX,0.01,3.8702,17.93,3.06
2018-02-01,CDMX,0.0,4.9606,20.65,5.29
2018-02-02,CDMX,0.02,5.844,21.72,4.97
2018-02-03,CDMX,0.01,5.0602,21.47,4.12
2018-02-04,CDMX,0.01,5.2402,22.57,6.93
2018-02-05,CDMX,0.2,5.3964,22.97,5.97
2018-02-06,CDMX,0.24,5.1569,22.5,7.71
2018-02-07,CDMX,0.45,4.3373,20.43,7.07
2018-02-08,CDMX,0.52,4.6735,17.71,7.18
2018-02-09,CDMX,2.7,3.3802,15.22,6.48
2018-02-10,CDMX,0.15,4.1306,18.74,5.23
2018-02-11,CDMX,0.0,4.0966,16.55,5.93
2018-02-12,CDMX,0.58,5.3405,21.58,4.11
2018-02-13,CDMX,0.12,5.4818,22.79,5.48
2018-02-14,CDMX,0.0,5.3251,22.69,6.08
2018-02-15,CDMX,0.0,6.3773,23.63,5.2
2018-02-16,CDMX,0.0,6.492,24.46,5.54
2018-02-17,CDMX,0.0,6.2462,23.64,6.27
2018-02-18,CDMX,0.04,6.007,22.67,5.27
2018-02-19,CDMX,3.07,4.1206,20.6,6.84
2018-02-20,CDMX,0.67,4.6702,20.56,8.04
2018-02-21,CDMX,0.37,5.5723,23.26,6.45
2018-02-22,CDMX,0.82,5.8795,24.29,6.76
2018-02-23,CDMX,0.12,5.8078,22.32,9.17
2018-02-24,CDMX,2.21,5.3407,23.89,6.39
2018-02-25,CDMX,0.76,5.7641,24.0,7.67
2018-02-26,CDMX,2.04,5.2985,22.41,9.23
2018-02-27,CDMX,1.22,5.9786,23.89,8.06
2018-02-28,CDMX,0.01,5.7821,25.1,7.43
2018-03-01,CDMX,0.05,6.3163,25.63,6.46
2018-03-02,CDMX,0.0,6.6794,24.54,7.74
2018-03-03,CDMX,0.0,6.6586,25.04,5.96
2018-03-04,CDMX,0.0,6.8299,25.64,5.87
2018-03-05,CDMX,0.27,6.2213,25.54,6.36
2018-03-06,CDMX,0.54,4.9958,25.1,7.45
2018-03-07,CDMX,1.29,4.4309,20.49,8.36
2018-03-08,CDMX,0.08,5.7571,22.73,8.03
2018-03-09,CDMX,0.17,6.2909,24.96,7.29
2018-03-10,CDMX,0.0,6.8254,26.7,6.78
2018-03-11,CDMX,0.05,6.96,27.56,7.54
2018-03-12,CDMX,0.64,6.1819,25.5,8.46
2018-03-13,CDMX,0.28,6.5515,26.16,7.47
2018-03-14,CDMX,0.97,6.4109,24.55,7.59
2018-03-15,CDMX,1.01,6.5393,24.92,7.1
2018-03-16,CDMX,0.09,6.5962,25.27,8.05
2018-03-17,CDMX,0.0,6.6898,25.74,7.92
2018-03-18,CDMX,0.02,5.7706,25.6,9.52
2018-03-19,CDMX,0.0,7.1926,26.89,8.44
2018-03-20,CDMX,0.37,6.6509,26.66,7.15
2018-03-21,CDMX,2.01,6.3394,26.54,7.53
2018-03-22,CDMX,0.37,6.5081,25.21,8.55
2018-03-23,CDMX,0.06,7.5636,26.0,5.02
2018-03-24,CDMX,0.0,7.7604,26.77,6.84
2018-03-25,CDMX,0.0,7.8132,27.73,7.28
2018-03-26,CDMX,0.03,7.2302,27.23,7.24
2018-03-27,CDMX,0.16,6.8405,27.03,7.98
2018-03-28,CDMX,0.1,7.5113,26.14,7.58
2018-03-29,CDMX,0.16,6.8966,25.7,7.65
2018-03-30,CDMX,0.43,4.9529,24.45,7.28
2018-03-31,CDMX,0.15,6.2525,23.88,5.92
2018-04-01,CDMX,0.01,7.499,25.66,6.6
2018-04-02,CDMX,0.22,6.1327,25.93,7.96
2018-04-03,CDMX,0.39,6.1447,26.6,9.22
2018-04-04,CDMX,4.04,6.0998,25.23,7.28
2018-04-05,CDMX,2.48,6.0958,24.58,9.61
2018-04-06,CDMX,1.92,5.8781,24.64,9.29
2018-04-07,CDMX,0.0,6.8669,25.32,8.22
2018-04-08,CDMX,0.02,6.9295,26.24,7.09
2018-04-09,CDMX,0.35,6.1534,26.7,9.09
2018-04-10,CDMX,4.67,4.9853,24.63,7.13
2018-04-11,CDMX,3.62,5.5582,23.3,7.5
2018-04-12,CDMX,1.36,5.8207,23.59,8.38
2018-04-13,CDMX,0.11,6.4546,25.13,8.52
2018-04-14,CDMX,0.0,7.5578,24.84,6.89
2018-04-15,CDMX,0.23,7.1556,24.89,5.23
2018-04-16,CDMX,0.02,6.185,25.52,6.41
2018-04-17,CDMX,0.17,6.0828,26.14,9.33
2018-04-18,CDMX,0.1,6.3202,27.29,9.84
2018-04-19,CDMX,0.02,7.4299,26.45,8.92
2018-04-20,CDMX,0.01,7.2113,26.1,7.39
2018-04-21,CDMX,1.92,6.1752,27.81,8.33
2018-04-22,CDMX,6.1,5.8094,26.4,10.9
2018-04-23,CDMX,5.21,5.5166,21.43,12.12
2018-04-24,CDMX,4.9,5.0071,23.41,11.56
2018-04-25,CDMX,0.98,5.9966,26.1,10.96
2018-04-26,CDMX,1.75,6.558,25.91,9.49
2018-04-27,CDMX,1.77,6.7147,26.65,8.99
2018-04-28,CDMX,1.67,6.6566,24.54,9.72
2018-04-29,CDMX,0.88,6.2717,26.2,8.55
2018-04-30,CDMX,2.7,4.6363,24.12,10.22
2018-05-01,CDMX,4.48,5.3806,25.88,10.29
2018-05-02,CDMX,0.77,4.445,24.43,10.43
2018-05-03,CDMX,2.57,5.0947,26.56,10.12
2018-05-04,CDMX,9.62,5.8051,23.79,11.6
2018-05-05,CDMX,4.16,5.4322,21.59,10.85
2018-05-06,CDMX,1.68,4.909,21.79,10.19
2018-05-07,CDMX,3.57,4.9178,21.1,10.26
2018-05-08,CDMX,9.48,2.4223,17.89,8.63
2018-05-09,CDMX,2.1,7.5245,23.6,7.59
2018-05-10,CDMX,2.3,6.4601,23.17,9.43
2018-05-11,CDMX,1.15,6.6012,24.6,9.74
2018-05-12,CDMX,2.24,6.2119,26.09,9.89
2018-05-13,CDMX,1.7,7.0241,26.03,10.74
2018-05-14,CDMX,2.11,6.7193,25.67,10.45
2018-05-15,CDMX,0.6,7.9198,27.28,9.75
2018-05-16,CDMX,0.14,6.8834,27.03,10.26
2018-05-17,CDMX,0.05,6.8304,26.5,8.82
2018-05-18,CDMX,0.17,7.2338,27.88,10.13
2018-05-19,CDMX,2.96,6.7615,28.47,11.26
2018-05-20,CDMX,3.64,7.0128,27.84,11.73
2018-05-21,CDMX,5.0,5.7278,25.49,12.27
2018-05-22,CDMX,4.8,6.6418,25.3,11.35
2018-05-23,CDMX,0.37,7.2422,27.12,10.39
2018-05-24,CDMX,0.05,7.5317,27.08,9.5
2018-05-25,CDMX,0.0,7.9104,25.66,9.01
2018-05-26,CDMX,0.0,8.454,25.96,8.02
2018-05-27,CDMX,0.0,8.4485,27.1,7.81
2018-05-28,CDMX,0.0,8.317,28.18,8.72
2018-05-29,CDMX,0.0,8.1967,29.73,9.95
2018-05-30,CDMX,0.0,8.1835,29.93,8.66
2018-05-31,CDMX,0.0,8.4314,30.01,10.6
2018-06-01,CDMX,0.26,8.065,28.82,10.44
2018-06-02,CDMX,0.19,7.7796,26.56,8.56
2018-06-03,CDMX,0.46,7.0378,26.59,9.94
2018-06-04,CDMX,0.03,8.035,26.69,8.57
2018-06-05,CDMX,0.16,7.6356,26.87,10.04
2018-06-06,CDMX,2.6,6.8251,27.37,11.1
2018-06-07,CDMX,6.01,6.6826,25.22,12.63
2018-06-08,CDMX,3.38,6.293,25.69,11.56
2018-06-09,CDMX,3.04,5.1502,23.08,11.73
2018-06-10,CDMX,2.87,6.2515,24.52,12.41
2018-06-11,CDMX,3.08,4.3774,22.42,12.14
2018-06-12,CDMX,19.75,3.2515,19.94,12.52
2018-06-13,CDMX,18.24,3.5765,19.4,11.66
2018-06-14,CDMX,3.98,2.9268,19.0,10.88
2018-06-15,CDMX,10.73,3.9761,19.76,11.86
2018-06-16,CDMX,8.68,5.1014,19.78,11.43
2018-06-17,CDMX,9.51,4.2048,21.4,12.28
2018-06-18,CDMX,20.49,2.8042,18.86,11.29
2018-06-19,CDMX,7.3,4.6363,19.89,10.88
2018-06-20,CDMX,2.75,4.6128,20.45,9.95
2018-06-21,CDMX,5.03,5.2661,18.6,10.21
2018-06-22,CDMX,5.7,5.6954,19.47,10.08
2018-06-23,CDMX,5.81,5.0882,18.56,10.35
2018-06-24,CDMX,6.49,5.4312,20.47,9.41
2018-06-25,CDMX,8.38,4.3872,20.09,10.41
2018-06-26,CDMX,8.17,5.2262,19.72,11.24
2018-06-27,CDMX,11.22,5.9059,21.03,10.48
2018-06-28,CDMX,10.21,5.9774,20.95,11.23
2018-06-29,CDMX,4.35,5.8682,21.64,9.91
2018-06-30,CDMX,1.89,7.1126,22.58,9.88
2018-07-01,CDMX,0.81,6.9694,23.4,9.17
2018-07-02,CDMX,1.96,6.5278,22.03,9.95
2018-07-03,CDMX,3.53,4.7011,18.77,11.61
2018-07-04,CDMX,2.61,5.7295,21.44,10.53
2018-07-05,CDMX,0.93,7.3253,22.54,10.95
2018-07-06,CDMX,0.72,5.5853,20.08,9.23
2018-07-07,CDMX,3.3,6.4315,21.27,9.95
2018-07-08,CDMX,8.88,3.8532,19.03,10.55
2018-07-09,CDMX,4.34,6.2854,21.51,9.19
2018-07-10,CDMX,2.3,5.8327,21.17,9.03
2018-07-11,CDMX,9.45,4.7014,19.39,9.58
2018-07-12,CDMX,0.55,6.5866,22.31,7.53
2018-07-13,CDMX,5.58,6.6811,22.74,8.04
2018-07-14,CDMX,5.82,5.2442,20.97,10.26
2018-07-15,CDMX,0.68,6.1694,21.99,9.0
2018-07-16,CDMX,3.46,6.2568,21.53,10.45
2018-07-17,CDMX,4.38,5.0491,23.0,9.86
2018-07-18,CDMX,0.81,7.4909,23.29,9.92
2018-07-19,CDMX,0.18,7.3368,24.04,8.34
2018-07-20,CDMX,3.03,5.7305,23.24,9.54
2018-07-21,CDMX,0.2,7.5725,23.6,10.46
2018-07-22,CDMX,0.41,7.091,24.02,8.8
2018-07-23,CDMX,0.28,7.2581,25.31,8.7
2018-07-24,CDMX,0.81,7.1126,25.06,9.8
2018-07-25,CDMX,1.12,7.2386,23.83,9.99
2018-07-26,CDMX,1.8,6.491,24.15,9.96
2018-07-27,CDMX,5.87,5.9158,22.47,10.68
2018-07-28,CDMX,2.88,5.9062,22.38,11.31
2018-07-29,CDMX,1.17,7.0598,24.45,9.8
2018-07-30,CDMX,1.08,7.3404,24.87,8.7
2018-07-31,CDMX,3.59,6.2573,22.85,9.51
2018-08-01,CDMX,2.57,6.8206,23.24,8.86
2018-08-02,CDMX,3.34,5.6294,21.64,7.6
2018-08-03,CDMX,7.19,4.578,19.41,10.11
2018-08-04,CDMX,10.57,3.0005,17.34,9.92
2018-08-05,CDMX,7.05,4.5727,21.62,9.26
2018-08-06,CDMX,10.28,4.6034,20.61,9.71
2018-08-07,CDMX,4.19,6.457,22.22,10.02
2018-08-08,CDMX,2.57,6.3439,22.01,7.83
2018-08-09,CDMX,9.85,5.077,20.15,9.57
2018-08-10,CDMX,10.77,5.2224,19.67,10.44
2018-08-11,CDMX,8.75,4.7251,18.84,11.64
2018-08-12,CDMX,7.52,3.378,18.88,10.13
2018-08-13,CDMX,4.23,4.548,17.81,9.14
2018-08-14,CDMX,3.13,5.8613,20.1,7.21
2018-08-15,CDMX,9.2,4.2091,21.68,8.94
2018-08-16,CDMX,5.12,6.6158,22.64,10.77
2018-08-17,CDMX,4.31,7.0061,23.0,8.24
2018-08-18,CDMX,2.8,6.1663,22.03,10.56
2018-08-19,CDMX,6.76,5.9753,20.93,11.45
2018-08-20,CDMX,5.72,5.645,20.41,10.19
2018-08-21,CDMX,27.89,4.5305,20.5,11.01
2018-08-22,CDMX,4.3,5.3136,20.05,10.53
2018-08-23,CDMX,5.5,5.0306,18.69,10.66
2018-08-24,CDMX,3.87,6.204,21.85,9.13
2018-08-25,CDMX,6.24,6.5414,22.35,9.1
2018-08-26,CDMX,4.02,5.4098,21.03,10.41
2018-08-27,CDMX,6.61,5.9078,19.55,10.59
2018-08-28,CDMX,9.89,3.3571,17.68,10.67
2018-08-29,CDMX,6.81,4.0992,18.33,10.7
2018-08-30,CDMX,5.51,5.2951,20.75,11.09
2018-08-31,CDMX,9.95,5.3594,20.37,10.42
2018-09-01,CDMX,5.29,5.6964,21.08,11.23
2018-09-02,CDMX,7.58,6.0074,19.28,12.11
2018-09-03,CDMX,3.31,6.0521,20.8,11.34
2018-09-04,CDMX,5.17,6.1075,21.19,10.01
2018-09-05,CDMX,8.47,4.9224,20.32,10.91
2018-09-06,CDMX,8.51,3.8038,16.8,11.69
2018-09-07,CDMX,1.1,4.9666,20.95,9.98
2018-09-08,CDMX,2.81,5.237,20.13,9.89
2018-09-09,CDMX,1.74,5.8255,22.45,9.52
2018-09-10,CDMX,3.07,4.7422,21.39,10.86
2018-09-11,CDMX,6.95,4.0798,19.33,11.56
2018-09-12,CDMX,12.69,4.2278,20.03,11.61
2018-09-13,CDMX,7.9,3.593,18.34,11.44
2018-09-14,CDMX,6.68,5.1754,17.64,11.3
2018-09-15,CDMX,4.67,4.709,16.82,11.35
2018-09-16,CDMX,7.13,3.8455,16.81,11.22
2018-09-17,CDMX,3.67,4.2734,20.13,9.87
2018-09-18,CDMX,5.79,4.649,20.08,10.38
2018-09-19,CDMX,5.17,5.5126,21.59,10.39
2018-09-20,CDMX,4.54,6.3554,21.74,11.07
2018-09-21,CDMX,3.95,6.0876,21.81,10.15
2018-09-22,CDMX,6.04,5.2063,21.32,11.17
2018-09-23,CDMX,3.97,5.7444,21.26,10.4
2018-09-24,CDMX,4.4,5.8078,21.65,10.78
2018-09-25,CDMX,5.23,5.4259,21.56,10.64
2018-09-26,CDMX,5.95,5.3544,20.75,10.68
2018-09-27,CDMX,3.11,5.2416,19.37,9.89
2018-09-28,CDMX,2.67,5.0513,19.94,7.95
2018-09-29,CDMX,3.59,4.7117,19.91,9.05
2018-09-30,CDMX,1.29,5.2896,19.72,10.47
2018-10-01,CDMX,1.36,4.9687,20.28,9.51
2018-10-02,CDMX,1.57,5.7514,20.02,8.27
2018-10-03,CDMX,2.13,4.4244,19.73,8.64
2018-10-04,CDMX,2.56,5.0849,20.14,8.56
2018-10-05,CDMX,1.18,6.2335,21.69,9.6
2018-10-06,CDMX,4.67,4.8341,18.88,10.46
2018-10-07,CDMX,2.65,4.2355,20.19,10.66
2018-10-08,CDMX,4.06,4.3891,19.34,10.54
2018-10-09,CDMX,1.82,5.3215,21.62,10.02
2018-10-10,CDMX,7.81,4.2811,20.55,11.24
2018-10-11,CDMX,7.84,4.0493,20.7,11.11
2018-10-12,CDMX,4.29,4.4638,19.21,10.92
2018-10-13,CDMX,1.58,4.0241,20.24,11.22
2018-10-14,CDMX,5.47,4.5235,19.88,11.19
2018-10-15,CDMX,5.82,4.837,20.55,11.08
2018-10-16,CDMX,5.27,4.8094,20.16,10.74
2018-10-17,CDMX,2.64,3.8626,17.52,8.92
2018-10-18,CDMX,1.26,3.2474,18.8,8.6
2018-10-19,CDMX,2.92,3.648,19.92,7.08
2018-10-20,CDMX,5.5,3.2496,19.31,9.29
2018-10-21,CDMX,4.62,2.5392,17.4,9.46
2018-10-22,CDMX,0.23,5.3254,19.97,7.91
2018-10-23,CDMX,0.3,5.4977,20.54,7.92
2018-10-24,CDMX,0.06,5.5337,22.1,8.87
2018-10-25,CDMX,0.18,5.3297,22.22,9.46
2018-10-26,CDMX,3.58,4.7542,19.59,10.52
2018-10-27,CDMX,5.66,3.3607,17.97,8.61
2018-10-28,CDMX,1.74,4.4868,17.86,7.54
2018-10-29,CDMX,4.62,4.1501,18.03,9.23
2018-10-30,CDMX,3.53,4.6582,18.76,10.06
2018-10-31,CDMX,3.57,4.4911,18.52,9.96
2018-11-01,CDMX,3.67,3.505,20.27,8.22
2018-11-02,CDMX,9.09,2.5068,18.64,8.57
2018-11-03,CDMX,5.95,3.6062,18.11,9.0
2018-11-04,CDMX,3.35,1.7278,14.69,8.93
2018-11-05,CDMX,0.03,4.895,19.37,6.48
2018-11-06,CDMX,0.0,5.8082,21.94,6.52
2018-11-07,CDMX,0.02,5.3369,22.1,7.48
2018-11-08,CDMX,0.0,5.6993,22.1,8.8
2018-11-09,CDMX,0.53,5.4722,21.29,7.56
2018-11-10,CDMX,0.71,4.8048,20.22,7.34
2018-11-11,CDMX,0.67,4.7249,19.81,7.41
2018-11-12,CDMX,2.08,4.519,19.71,9.55
2018-11-13,CDMX,0.15,2.9544,15.37,6.44
2018-11-14,CDMX,9.1,1.5782,12.65,3.24
2018-11-15,CDMX,0.17,5.3004,16.95,2.98
2018-11-16,CDMX,0.0,5.7264,18.13,3.63
2018-11-17,CDMX,0.08,5.8745,19.81,4.03
2018-11-18,CDMX,0.0,4.4102,19.51,6.31
2018-11-19,CDMX,0.0,5.831,20.39,6.05
2018-11-20,CDMX,0.03,5.6978,20.37,6.55
2018-11-21,CDMX,0.0,5.329,20.64,6.3
2018-11-22,CDMX,0.0,5.1725,21.21,7.8
2018-11-23,CDMX,0.0,5.5162,21.54,8.55
2018-11-24,CDMX,0.0,5.0436,21.31,8.14
2018-11-25,CDMX,0.0,5.1792,21.26,7.72
2018-11-26,CDMX,0.11,3.6466,19.12,5.3
2018-11-27,CDMX,1.08,4.7304,18.65,7.14
2018-11-28,CDMX,2.61,2.8373,14.66,7.3
2018-11-29,CDMX,8.48,1.9886,14.68,7.45
2018-11-30,CDMX,2.0,2.9892,17.42,7.6
2018-12-01,CDMX,0.02,5.5702,20.29,5.43
2018-12-02,CDMX,0.0,5.4962,20.87,5.16
2018-12-03,CDMX,0.02,5.3244,21.59,6.77
2018-12-04,CDMX,2.17,4.8108,20.64,5.63
2018-12-05,CDMX,0.67,3.503,17.81,7.39
2018-12-06,CDMX,1.38,4.6598,19.5,6.56
2018-12-07,CDMX,0.35,4.8749,19.2,8.43
2018-12-08,CDMX,0.11,5.1156,19.66,6.72
2018-12-09,CDMX,0.05,4.5684,18.52,6.74
2018-12-10,CDMX,0.03,4.0942,16.73,6.47
2018-12-11,CDMX,0.0,4.2007,18.16,4.71
2018-12-12,CDMX,0.0,3.6665,18.27,4.75
2018-12-13,CDMX,0.0,4.3495,17.89,6.65
2018-12-14,CDMX,0.0,4.933,18.57,2.78
2018-12-15,CDMX,0.0,5.2584,18.5,0.32
2018-12-16,CDMX,0.0,5.3599,19.49,2.26
2018-12-17,CDMX,0.0,4.4014,19.6,3.94
2018-12-18,CDMX,0.0,4.9718,19.34,5.52
2018-12-19,CDMX,0.0,5.2152,17.75,2.92
2018-12-20,CDMX,0.0,5.7204,15.49,0.02
2018-12-21,CDMX,0.0,5.5975,17.72,-2.0
2018-12-22,CDMX,0.0,5.6117,18.48,1.77
2018-12-23,CDMX,0.0,5.2481,19.13,3.39
2018-12-24,CDMX,0.0,5.4096,17.75,2.43
2018-12-25,CDMX,0.0,4.6291,19.31,6.83
2018-12-26,CDMX,0.0,3.7783,17.95,6.21
2018-12-27,CDMX,0.0,4.7606,17.76,4.57
2018-12-28,CDMX,0.0,4.2492,18.33,4.87
2018-12-29,CDMX,0.0,5.0825,20.91,6.07
2018-12-30,CDMX,0.0,4.5406,18.01,3.74
2018-12-31,CDMX,0.01,3.9382,19.75,5.69
2019-01-01,CDMX,0.01,5.1379,20.82,6.09
2019-01-02,CDMX,0.0,4.0462,18.94,4.42
2019-01-03,CDMX,0.0,4.4076,20.6,6.17
2019-01-04,CDMX,0.0,5.1396,20.3,7.27
2019-01-05,CDMX,0.0,4.9195,21.08,7.89
2019-01-06,CDMX,0.0,5.0177,21.08,6.09
2019-01-07,CDMX,0.0,5.1782,20.83,4.51
2019-01-08,CDMX,0.0,5.7036,21.16,2.73
2019-01-09,CDMX,0.02,5.5373,18.2,-0.02
2019-01-10,CDMX,0.01,4.7988,18.95,2.26
2019-01-11,CDMX,0.28,4.5708,19.46,4.32
2019-01-12,CDMX,3.04,3.3326,17.87,4.59
2019-01-13,CDMX,1.28,3.5412,17.14,6.08
2019-01-14,CDMX,0.09,4.1662,15.38,5.5
2019-01-15,CDMX,0.02,4.3548,17.94,4.73
2019-01-16,CDMX,0.0,4.5067,18.57,5.21
2019-01-17,CDMX,0.03,3.9226,16.69,7.14
2019-01-18,CDMX,0.07,4.1405,17.08,5.78
2019-01-19,CDMX,0.02,4.4045,18.34,4.07
2019-01-20,CDMX,0.0,5.8318,18.19,0.92
2019-01-21,CDMX,0.0,6.1229,21.35,1.42
2019-01-22,CDMX,0.0,5.9117,20.18,4.58
2019-01-23,CDMX,0.01,5.8387,21.08,4.51
2019-01-24,CDMX,0.0,5.8361,20.68,3.71
2019-01-25,CDMX,0.02,5.6993,21.19,5.82
2019-01-26,CDMX,0.0,5.807,19.95,3.53
2019-01-27,CDMX,0.02,5.9357,16.84,3.41
2019-01-28,CDMX,0.0,6.192,19.61,1.82
2019-01-29,CDMX,0.01,5.8085,19.92,3.34
2019-01-30,CDMX,0.0,6.1361,19.57,2.78
2019-01-31,CDMX,0.0,5.837,20.26,2.28
2019-02-01,CDMX,0.0,5.7617,19.36,3.34
2019-02-02,CDMX,0.0,5.9741,20.88,5.7
2019-02-03,CDMX,0.0,6.0456,22.45,6.55
2019-02-04,CDMX,0.0,6.0413,23.02,6.52
2019-02-05,CDMX,0.0,6.0053,24.04,5.19
2019-02-06,CDMX,0.0,6.1152,24.77,8.05
2019-02-07,CDMX,0.01,6.1937,24.9,8.71
2019-02-08,CDMX,0.29,4.8425,20.42,5.84
2019-02-09,CDMX,0.02,5.1943,20.94,3.23
2019-02-10,CDMX,0.0,6.191,22.14,3.66
2019-02-11,CDMX,0.0,5.605,22.46,6.52
2019-02-12,CDMX,0.63,5.1454,20.7,4.86
2019-02-13,CDMX,1.64,4.5053,19.98,5.46
2019-02-14,CDMX,0.0,5.5579,22.64,7.14
2019-02-15,CDMX,0.0,6.432,25.25,7.86
2019-02-16,CDMX,0.0,6.6233,26.55,8.21
2019-02-17,CDMX,0.0,6.6492,26.81,8.77
2019-02-18,CDMX,0.0,6.5491,25.94,7.62
2019-02-19,CDMX,0.0,6.7913,23.23,4.96
2019-02-20,CDMX,0.0,6.7392,23.26,6.64
2019-02-21,CDMX,0.0,6.6653,22.98,4.68
2019-02-22,CDMX,0.0,5.6107,20.94,6.92
2019-02-23,CDMX,0.06,5.5111,23.14,6.51
2019-02-24,CDMX,1.02,4.6682,22.75,7.78
2019-02-25,CDMX,1.53,5.0045,23.29,6.98
2019-02-26,CDMX,0.17,5.6465,24.66,8.19
2019-02-27,CDMX,0.0,6.7123,25.17,8.28
2019-02-28,CDMX,0.0,6.6739,25.71,6.86
2019-03-01,CDMX,0.0,6.7246,26.19,7.57
2019-03-02,CDMX,0.0,6.5268,26.23,8.51
2019-03-03,CDMX,0.0,6.7824,27.65,8.65
2019-03-04,CDMX,2.3,5.3335,26.29,7.65
2019-03-05,CDMX,1.9,6.0089,26.07,9.42
2019-03-06,CDMX,0.21,6.4402,25.06,7.26
2019-03-07,CDMX,0.49,6.24,26.46,9.35
2019-03-08,CDMX,0.04,6.001,26.71,8.92
2019-03-09,CDMX,0.06,5.8279,27.08,9.34
2019-03-10,CDMX,0.09,6.323,27.35,9.98
2019-03-11,CDMX,0.05,6.9341,28.27,9.3
2019-03-12,CDMX,0.01,7.2067,26.91,7.3
2019-03-13,CDMX,0.0,7.4155,26.75,7.1
2019-03-14,CDMX,0.0,7.1174,27.25,9.13
2019-03-15,CDMX,0.19,5.5769,25.07,6.95
2019-03-16,CDMX,0.05,4.9613,24.49,8.41
2019-03-17,CDMX,0.02,4.943,24.13,8.21
2019-03-18,CDMX,0.12,6.5698,22.1,9.07
2019-03-19,CDMX,0.01,7.3205,22.62,6.81
2019-03-20,CDMX,0.0,7.0582,23.61,5.45
2019-03-21,CDMX,0.36,5.8658,22.7,6.15
2019-03-22,CDMX,1.42,6.4042,23.48,6.26
2019-03-23,CDMX,0.08,6.8856,23.88,5.72
2019-03-24,CDMX,0.03,7.1926,25.56,6.58
2019-03-25,CDMX,0.0,7.5062,26.21,6.74
2019-03-26,CDMX,0.01,7.889,24.4,3.05
2019-03-27,CDMX,0.0,7.9366,24.55,2.22
2019-03-28,CDMX,0.0,7.8974,25.72,4.0
2019-03-29,CDMX,0.0,7.6291,27.4,6.79
2019-03-30,CDMX,0.0,6.9098,27.34,7.02
2019-03-31,CDMX,0.05,6.4853,25.51,6.66
2019-04-01,CDMX,0.0,7.1818,25.75,7.26
2019-04-02,CDMX,0.02,6.7421,25.71,7.6
2019-04-03,CDMX,0.2,6.3766,24.89,7.44
2019-04-04,CDMX,0.22,6.2506,25.86,6.89
2019-04-05,CDMX,0.68,5.4878,24.84,8.37
2019-04-06,CDMX,0.19,5.9434,22.88,8.57
2019-04-07,CDMX,0.0,7.098,25.35,8.89
2019-04-08,CDMX,1.58,5.8202,24.87,6.68
2019-04-09,CDMX,0.44,6.6842,23.03,8.53
2019-04-10,CDMX,0.0,8.0042,26.13,6.96
2019-04-11,CDMX,0.0,8.1348,26.28,7.55
2019-04-12,CDMX,0.0,8.0186,26.03,6.44
2019-04-13,CDMX,0.0,8.0962,26.16,6.86
2019-04-14,CDMX,0.0,7.8732,26.49,5.1
2019-04-15,CDMX,0.0,7.8593,27.87,7.03
2019-04-16,CDMX,0.0,7.3752,28.55,7.77
2019-04-17,CDMX,0.0,7.0786,28.85,10.27
2019-04-18,CDMX,0.07,7.9987,29.61,8.58
2019-04-19,CDMX,0.07,6.541,25.52,5.02
2019-04-20,CDMX,0.0,7.6714,26.99,6.43
2019-04-21,CDMX,0.0,7.4556,28.82,8.02
2019-04-22,CDMX,0.94,6.4759,29.32,10.64
2019-04-23,CDMX,0.35,6.9238,28.23,9.36
2019-04-24,CDMX,0.01,6.731,27.4,9.2
2019-04-25,CDMX,0.0,7.631,28.22,9.06
2019-04-26,CDMX,0.24,6.606,27.54,9.63
2019-04-27,CDMX,0.13,6.6281,28.46,8.71
